sample,step,layer,module,base_mean,base_max,base_p99,base_p999,base_p9999,base_top001_mean,base_max_over_p9999,base_max_over_mean,exp13_mean,exp13_max,exp13_p99,exp13_p999,exp13_p9999,exp13_top001_mean,exp13_max_over_p9999,exp13_max_over_mean,delta_max,ratio_max,delta_p9999,ratio_p9999,delta_top001_mean,ratio_top001_mean
sample_00000,0,8,attn_out_INPUT,0.06186223775148392,2.892578125,0.383056640625,0.75390625,1.3203125,0.9898802638053894,2.1908283857736075,46.75837413183252,0.061860501766204834,2.892578125,0.3828125,0.75439453125,1.3193359375,0.9898186326026917,2.1924500203917927,46.75968630735207,0.0,0.9999999965428764,-0.0009765625,0.9992603474612235,-6.16312026977539e-05,0.9999377286280685
sample_00000,0,8,ff_out_INPUT,0.0389895923435688,14.7890625,0.234375,0.69140625,2.005859375,1.2443541288375854,7.372930829844785,379.3078567378465,0.042838264256715775,14.953125,0.254638671875,0.7001953125,1.9658203125,1.2268034219741821,7.606557338355119,349.05992968789565,0.1640625,1.0110935016935025,-0.0400390625,0.9800389435074982,-0.01755070686340332,0.9858957218723937
sample_00000,0,8,ff_proj_INPUT,0.186607226729393,9.786603927612305,0.6918631196022034,1.1148384809494019,5.336637020111084,2.5185177326202393,1.8338522692086843,52.444932464244516,0.18751341104507446,9.796875,0.69384765625,1.11328125,5.328125,2.514892816543579,1.8387096739684041,52.24626026979172,0.010271072387695312,1.0010495022025179,-0.008512020111083984,0.9984049823769059,-0.0036249160766601562,0.9985606906732017
sample_00000,0,8,q_proj_INPUT,0.15298709273338318,19.373720169067383,0.8981766104698181,3.6357293128967285,16.831180572509766,7.743641376495361,1.1510612742875395,126.63629693563614,0.15298570692539215,19.375,0.89794921875,3.634765625,16.84375,7.743590831756592,1.150278292452525,126.64580974868898,0.0012798309326171875,1.000066059637529,0.012569427490234375,1.0007467935733096,-5.054473876953125e-05,0.9999934714514469
sample_00000,0,8,up_proj_INPUT,0.186607226729393,9.786603927612305,0.6918631196022034,1.1148384809494019,5.336637020111084,2.5185177326202393,1.8338522692086843,52.444932464244516,0.18751341104507446,9.796875,0.69384765625,1.11328125,5.328125,2.514892816543579,1.8387096739684041,52.24626026979172,0.010271072387695312,1.0010495022025179,-0.008512020111083984,0.9984049823769059,-0.0036249160766601562,0.9985606906732017
sample_00000,16,16,attn_out_INPUT,0.21471689641475677,5.10546875,1.2275390625,1.9853515625,2.859375,2.3616368770599365,1.7855191194386217,23.77767468453578,0.19636967778205872,4.80859375,1.0693359375,1.763671875,2.51953125,2.0974347591400146,1.9085271242080164,24.487454272152366,-0.296875,0.9418515666326396,-0.33984375,0.8811475379019977,-0.2642021179199219,0.8881275401110312
sample_00000,16,16,ff_out_INPUT,0.10638086497783661,30.734375,0.61279296875,1.8857421875,4.51953125,3.01223087310791,6.800345706647463,288.9088382324661,0.11525733768939972,21.171875,0.63134765625,1.73046875,3.77734375,2.606938362121582,5.604963790745908,183.69219337802954,-9.5625,0.6888662936243648,-0.7421875,0.8357821934834897,-0.4052925109863281,0.8654510438561861
sample_00000,16,16,ff_proj_INPUT,0.32816705107688904,19.139806747436523,1.116417646408081,2.558642864227295,12.174099922180176,6.324285507202148,1.5721742760500657,58.323363364466665,0.3444848358631134,18.53125,1.169921875,2.45703125,12.046875,6.152915954589844,1.538261996129069,53.79409347766691,-0.6085567474365234,0.9682046550861817,-0.12722492218017578,0.9895495410018872,-0.1713695526123047,0.9729029370754725
sample_00000,16,16,q_proj_INPUT,0.39023205637931824,33.10067367553711,1.4287034273147583,5.663992881774902,18.06096076965332,9.955537796020508,1.8327194261352289,84.82304896841097,0.41299712657928467,31.0,1.5009765625,5.48828125,17.703125,9.637690544128418,1.751103264677223,75.06105310260138,-2.1006736755371094,0.9365368298695693,-0.3578357696533203,0.9801873342166579,-0.31784725189208984,0.968073320790377
sample_00000,16,16,up_proj_INPUT,0.32816705107688904,19.139806747436523,1.116417646408081,2.558642864227295,12.174099922180176,6.324285507202148,1.5721742760500657,58.323363364466665,0.3444848358631134,18.53125,1.169921875,2.45703125,12.046875,6.152915954589844,1.538261996129069,53.79409347766691,-0.6085567474365234,0.9682046550861817,-0.12722492218017578,0.9895495410018872,-0.1713695526123047,0.9729029370754725
sample_00000,16,1,attn_out_INPUT,0.018297208473086357,1.90234375,0.180419921875,0.5361328125,0.9111328125,0.678869366645813,2.0878885087031316,103.96901325729836,0.01818140037357807,1.9052734375,0.178955078125,0.53662109375,0.92333984375,0.6818075180053711,2.0634584652249446,104.7923894984966,0.0029296875,1.001540035802993,0.01220703125,1.0133976308926134,0.0029381513595581055,1.0043279921891233
sample_00000,16,1,ff_out_INPUT,0.006056125275790691,6.56640625,0.060821533203125,0.2110595703125,0.6611328125,0.4056418240070343,9.932053025547676,1084.2568653063463,0.006072865333408117,6.56640625,0.06097412109375,0.212158203125,0.65869140625,0.40669190883636475,9.968865675194685,1081.2680796980746,0.0,0.999999998477097,-0.00244140625,0.9963072227441861,0.0010500848293304443,1.0025886748882815
sample_00000,16,1,ff_proj_INPUT,0.04343153536319733,4.9140472412109375,0.27056488394737244,0.9061194658279419,2.5760045051574707,1.513787031173706,1.907623690989743,113.14465557504576,0.043450914323329926,4.85546875,0.27099609375,0.90966796875,2.5546875,1.5141396522521973,1.900611613355404,111.74604051847462,-0.0585784912109375,0.988079377707143,-0.021317005157470703,0.9917247757012695,0.00035262107849121094,1.0002329330803479
sample_00000,16,1,q_proj_INPUT,0.029659483581781387,14.39691162109375,0.3888338804244995,2.4353830814361572,13.268773078918457,6.141496181488037,1.0850220683265333,485.40652190828985,0.02974151074886322,14.3984375,0.39111328125,2.435546875,13.25,6.136175632476807,1.086674527481755,484.11907452816905,0.00152587890625,1.0001059858492813,-0.01877307891845703,0.9985851676871212,-0.005320549011230469,0.9991336705510614
sample_00000,16,1,up_proj_INPUT,0.04343153536319733,4.9140472412109375,0.27056488394737244,0.9061194658279419,2.5760045051574707,1.513787031173706,1.907623690989743,113.14465557504576,0.043450914323329926,4.85546875,0.27099609375,0.90966796875,2.5546875,1.5141396522521973,1.900611613355404,111.74604051847462,-0.0585784912109375,0.988079377707143,-0.021317005157470703,0.9917247757012695,0.00035262107849121094,1.0002329330803479
sample_00000,16,23,attn_out_INPUT,0.29993772506713867,5.76953125,1.54296875,2.533203125,3.599609375,2.99039363861084,1.602821482253692,19.23576321168304,0.29705801606178284,5.69921875,1.4462890625,2.392578125,3.373046875,2.81469464302063,1.6896352005495472,19.18554036582288,-0.0703125,0.9878131330204457,-0.2265625,0.9370591400988916,-0.17569899559020996,0.9412455260959275
sample_00000,16,23,ff_out_INPUT,0.16337132453918457,44.34375,1.0478515625,3.169921875,7.97265625,5.210032939910889,5.561979414875714,271.4291961014995,0.18642261624336243,36.46875,1.1943359375,3.078125,6.91796875,4.665256977081299,5.271597959629989,195.62405452003694,-7.875,0.8224101478060809,-1.0546875,0.8677119048401066,-0.5447759628295898,0.8954371348382917
