sample,step,layer,module,mean,max,p99,p999,p9999,top001_mean,massive_score_1,massive_score_2
sample_00004,4,8,ff_out_INPUT,0.03832472860813141,12.71875,0.2313232421875,0.68359375,1.986328125,1.227636456489563,6.403146477105103,331.86788643358017
sample_00004,4,16,ff_out_INPUT,0.10508764535188675,28.203125,0.5966796875,1.826171875,4.2890625,2.8618221282958984,6.575591970096981,268.377145779508
sample_00004,4,23,ff_out_INPUT,0.16148672997951508,46.15625,1.041015625,3.1796875,7.984375,5.19155740737915,5.780821910568051,285.8206810407778
sample_00004,4,27,ff_out_INPUT,0.2258780151605606,138.5,1.7861328125,6.67578125,18.34375,11.784584045410156,7.550255532510934,613.1627895256753
sample_00004,4,31,ff_out_INPUT,0.6422193050384521,492.5,8.4609375,26.875,47.4375,36.380210876464844,10.382081684240932,766.8719835536433
sample_00004,16,1,ff_out_INPUT,0.00620303675532341,6.5078125,0.061920166015625,0.2115478515625,0.65576171875,0.40921342372894287,9.924050481575163,1049.1316213947673
sample_00004,16,8,ff_out_INPUT,0.03833870589733124,12.8671875,0.23046875,0.6806640625,1.9697265625,1.2224793434143066,6.532473938080053,335.6186350752474
sample_00004,16,16,ff_out_INPUT,0.10499266535043716,27.90625,0.59521484375,1.8232421875,4.29296875,2.8570754528045654,6.500454943911588,265.79235081739256
sample_00004,16,23,ff_out_INPUT,0.16084665060043335,43.15625,1.037109375,3.1484375,7.84765625,5.127002239227295,5.499253352873027,268.30678261457007
sample_00004,16,27,ff_out_INPUT,0.22477637231349945,127.0,1.7783203125,6.61328125,18.03125,11.604949951171875,7.043327552419645,565.005979244167
sample_00004,16,31,ff_out_INPUT,0.6469545960426331,489.0,8.5078125,26.90625,47.75,36.71279525756836,10.2408376941904,755.8490123305124
sample_00004,32,1,ff_out_INPUT,0.006236814893782139,6.53125,0.062255859375,0.21142578125,0.65576171875,0.4098464548587799,9.959791359660068,1047.2075312730667
sample_00004,32,8,ff_out_INPUT,0.03838985040783882,13.0703125,0.2298583984375,0.67919921875,1.9677734375,1.21977961063385,6.642183589073966,340.4626211490775
sample_00004,32,16,ff_out_INPUT,0.10473813116550446,28.0625,0.59423828125,1.81640625,4.2578125,2.843648672103882,6.590825672594025,267.9300939249664
sample_00004,32,23,ff_out_INPUT,0.16182731091976166,43.25,1.044921875,3.173828125,8.015625,5.196450233459473,5.395711494243167,267.2601866865516
sample_00004,32,27,ff_out_INPUT,0.2234182506799698,119.5625,1.765625,6.484375,17.640625,11.410567283630371,6.777679358425408,535.1509748402548
sample_00004,32,31,ff_out_INPUT,0.6402189135551453,487.0,8.359375,26.296875,46.625,35.92885208129883,10.445040212236988,760.6772965967355
sample_00004,63,1,ff_out_INPUT,0.006302469875663519,6.7265625,0.0628662109375,0.210693359375,0.658203125,0.4095882177352905,10.219584414468034,1067.2882155441764
sample_00004,63,8,ff_out_INPUT,0.038009434938430786,13.484375,0.2281494140625,0.6748046875,1.947265625,1.2116992473602295,6.924774287407378,354.76379678373434
sample_00004,63,16,ff_out_INPUT,0.10123375803232193,28.1875,0.57275390625,1.72265625,4.09765625,2.715315818786621,6.878932299704417,278.43969999220315
sample_00004,63,23,ff_out_INPUT,0.16134361922740936,42.65625,1.048828125,3.138671875,7.7890625,5.115458011627197,5.476429280832669,264.38137163678897
sample_00004,63,27,ff_out_INPUT,0.22379617393016815,124.875,1.779296875,6.3984375,17.3125,11.234264373779297,7.2129963857253445,557.9853856621843
sample_00004,63,31,ff_out_INPUT,0.648281991481781,484.5,8.4375,26.09375,47.1875,36.68147277832031,10.267549666698267,747.3599435007854
sample_00005,0,1,ff_out_INPUT,0.005772770382463932,5.4296875,0.0589599609375,0.21484375,0.65185546875,0.4020237624645233,8.329587887198532,940.5671340787273
sample_00005,0,8,ff_out_INPUT,0.04235924035310745,36.53125,0.262939453125,0.8193359375,2.64453125,1.5686266422271729,13.813884733584128,862.4149316967336
sample_00005,0,16,ff_out_INPUT,0.10627623647451401,31.453125,0.626953125,1.873046875,4.421875,2.9574697017669678,7.113074188860892,295.9563029688176
sample_00005,0,23,ff_out_INPUT,0.15885479748249054,37.78125,1.0029296875,3.01171875,7.5,4.8878703117370605,5.037499993283333,237.83510614977368
sample_00005,0,27,ff_out_INPUT,0.2266395539045334,127.3125,1.8076171875,6.7421875,18.796875,11.997194290161133,6.773067328067528,561.739961931922
sample_00005,0,31,ff_out_INPUT,0.6787346601486206,507.75,8.9921875,29.546875,56.4375,41.420372009277344,8.99667773926969,748.08319411298
sample_00005,4,1,ff_out_INPUT,0.0058138007298111916,5.41015625,0.0592041015625,0.21533203125,0.65625,0.4040440320968628,8.244047493424038,930.56972464869
sample_00005,4,8,ff_out_INPUT,0.04224633425474167,36.34375,0.2626953125,0.8173828125,2.626953125,1.5624597072601318,13.834944185252851,860.2815377550882
sample_00005,4,16,ff_out_INPUT,0.10558174550533295,31.0625,0.6220703125,1.8642578125,4.421875,2.9425899982452393,7.024734966445829,294.2032915756078
sample_00005,4,23,ff_out_INPUT,0.15707671642303467,39.9375,0.9951171875,2.97265625,7.57421875,4.896827220916748,5.272821034812573,254.25472576020866
sample_00005,4,27,ff_out_INPUT,0.2243327647447586,115.625,1.7880859375,6.65625,18.09375,11.724268913269043,6.390328148454395,515.4173309341706
sample_00005,4,31,ff_out_INPUT,0.648062527179718,493.25,8.5390625,26.796875,49.59375,36.73646545410156,9.945809701838273,761.1148179411178
sample_00005,16,1,ff_out_INPUT,0.0058340816758573055,5.3984375,0.05926513671875,0.215576171875,0.6611328125,0.4043445885181427,8.165435622431223,925.326134716029
sample_00005,16,8,ff_out_INPUT,0.042372237890958786,36.28125,0.26171875,0.814453125,2.61328125,1.557224988937378,13.883408018622534,856.2503007479464
sample_00005,16,16,ff_out_INPUT,0.10561200976371765,30.671875,0.62109375,1.8642578125,4.421875,2.942716121673584,6.936395744030766,290.4203050810049
sample_00005,16,23,ff_out_INPUT,0.15800099074840546,41.03125,1.00390625,3.001953125,7.5859375,4.922725677490234,5.408856841479571,259.6898108597207
sample_00005,16,27,ff_out_INPUT,0.22216950356960297,111.0,1.7666015625,6.578125,17.84375,11.514373779296875,6.220665495638156,499.6185039817584
sample_00005,16,31,ff_out_INPUT,0.6372011303901672,495.0,8.3515625,25.71875,47.78125,35.829368591308594,10.359712228047673,776.8347678990413
sample_00005,32,1,ff_out_INPUT,0.0058739823289215565,5.390625,0.05963134765625,0.21484375,0.658203125,0.4043685793876648,8.189910854800166,917.7105958171551
sample_00005,32,8,ff_out_INPUT,0.04243290051817894,36.125,0.2607421875,0.8115234375,2.60546875,1.552790641784668,13.865067413051616,851.3439111022909
sample_00005,32,16,ff_out_INPUT,0.10485020279884338,30.34375,0.61669921875,1.853515625,4.42578125,2.934640645980835,6.856134141613677,289.4009386343823
sample_00005,32,23,ff_out_INPUT,0.15918415784835815,41.90625,1.0146484375,3.052734375,7.7109375,4.98974609375,5.434650448879076,263.2563939393815
sample_00005,32,27,ff_out_INPUT,0.22285781800746918,109.4375,1.7763671875,6.55078125,17.703125,11.421208381652832,6.181818178326245,491.0641954041307
sample_00005,32,31,ff_out_INPUT,0.6376347541809082,488.5,8.296875,25.578125,48.1875,36.240623474121094,10.137483785185477,766.1125575979479
sample_00005,63,1,ff_out_INPUT,0.0059353928081691265,5.15625,0.060333251953125,0.2137451171875,0.67236328125,0.4031112790107727,7.668845201846078,868.727897102999
sample_00005,63,8,ff_out_INPUT,0.041390370577573776,35.53125,0.256591796875,0.794921875,2.564453125,1.5287476778030396,13.8552931676016,858.4422154178408
sample_00005,63,16,ff_out_INPUT,0.10242687165737152,30.28125,0.59814453125,1.7783203125,4.1953125,2.80271053314209,7.217877077767444,295.6377223441587
sample_00005,63,23,ff_out_INPUT,0.15945257246494293,43.03125,1.0087890625,3.064453125,7.7890625,5.04474401473999,5.524573714070758,269.8686301268329
sample_00005,63,27,ff_out_INPUT,0.22717417776584625,114.25,1.8212890625,6.59375,17.40625,11.267505645751953,6.563734287072899,502.9180521061669
sample_00005,63,31,ff_out_INPUT,0.6448798179626465,498.5,8.2890625,25.375,50.03125,37.56237030029297,9.963772640107178,773.0122394662261
