sample,step,layer,module,mean,max,p99,p999,p9999,top001_mean,massive_score_1,massive_score_2
sample_00000,0,1,ff_out_INPUT,0.006162211298942566,6.34765625,0.061370849609375,0.20947265625,0.6240234375,0.39777034521102905,10.172143811951873,1030.092225199581
sample_00000,0,8,ff_out_INPUT,0.04230355843901634,13.171875,0.251708984375,0.7109375,1.955078125,1.2362828254699707,6.737262702802413,311.3655770904578
sample_00000,0,16,ff_out_INPUT,0.10763109475374222,27.6875,0.61474609375,1.8916015625,4.51171875,3.009582757949829,6.136796523194633,257.24440962813156
sample_00000,0,23,ff_out_INPUT,0.16364294290542603,40.6875,1.0419921875,3.17578125,8.03125,5.22252082824707,5.066147853614135,248.63582132690112
sample_00000,0,27,ff_out_INPUT,0.2651944160461426,110.0,2.111328125,6.296875,16.109375,10.523813247680664,6.828322013220052,414.7900151598983
sample_00000,0,31,ff_out_INPUT,0.7543138265609741,467.75,9.2265625,28.15625,51.375,38.3634033203125,9.104622869274039,620.0999866746974
sample_00000,4,1,ff_out_INPUT,0.006186250131577253,6.34765625,0.061492919921875,0.2098388671875,0.62646484375,0.3988379240036011,10.132501786817118,1026.089449035438
sample_00000,4,8,ff_out_INPUT,0.04202872887253761,13.2265625,0.25048828125,0.705078125,1.9384765625,1.2280635833740234,6.823173768327809,314.7028165682718
sample_00000,4,16,ff_out_INPUT,0.10734780877828598,27.734375,0.61328125,1.8857421875,4.51171875,3.013845682144165,6.147186133561215,258.3599305103909
sample_00000,4,23,ff_out_INPUT,0.16446568071842194,41.75,1.0498046875,3.162109375,7.94921875,5.187465667724609,5.2520884454814025,253.85233733325725
sample_00000,4,27,ff_out_INPUT,0.26070088148117065,96.75,2.06640625,6.15625,15.2578125,10.121709823608398,6.34101382072888,371.1149564940703
sample_00000,4,31,ff_out_INPUT,0.737882137298584,463.0,9.015625,27.453125,48.5,37.14406967163086,9.546391750608992,627.4714758922702
sample_00000,16,1,ff_out_INPUT,0.006215848494321108,6.359375,0.061676025390625,0.210205078125,0.6318359375,0.39968112111091614,10.06491483297569,1023.0887665493046
sample_00000,16,8,ff_out_INPUT,0.04183384031057358,13.1640625,0.2490234375,0.7001953125,1.92578125,1.21976900100708,6.835699761664521,314.6748961013698
sample_00000,16,16,ff_out_INPUT,0.10718604922294617,28.0,0.61083984375,1.8779296875,4.5,3.005084276199341,6.222222208395062,261.22800113175373
sample_00000,16,23,ff_out_INPUT,0.16416195034980774,43.0,1.0478515625,3.158203125,7.96484375,5.185086727142334,5.398724858351772,261.9364431831382
sample_00000,16,27,ff_out_INPUT,0.2579490840435028,106.75,2.0390625,6.11328125,15.03125,10.028905868530273,7.101871097146364,413.84134492054756
sample_00000,16,31,ff_out_INPUT,0.7368139624595642,459.75,9.0078125,27.15625,48.59375,37.10505294799805,9.461093245641447,623.970251901311
sample_00000,32,1,ff_out_INPUT,0.006249008234590292,6.3828125,0.061920166015625,0.2110595703125,0.6298828125,0.40003934502601624,10.13333317245685,1021.410445671148
sample_00000,32,8,ff_out_INPUT,0.0417468287050724,13.125,0.2479248046875,0.6982421875,1.9208984375,1.2150821685791016,6.832740177952588,314.39506336572646
sample_00000,32,16,ff_out_INPUT,0.10646291077136993,27.546875,0.6044921875,1.857421875,4.4765625,2.972400665283203,6.153577647684853,258.74618881776837
sample_00000,32,23,ff_out_INPUT,0.16450265049934387,44.28125,1.0537109375,3.166015625,7.96484375,5.207419395446777,5.559588026369521,269.1825765345395
sample_00000,32,27,ff_out_INPUT,0.2578795850276947,95.5,2.04296875,6.10546875,15.1484375,10.01688289642334,6.304280552826468,370.3278655674323
sample_00000,32,31,ff_out_INPUT,0.7344793081283569,460.0,8.9453125,26.828125,48.65625,37.126914978027344,9.454078353869425,626.2940135226664
sample_00000,63,1,ff_out_INPUT,0.006332267541438341,6.52734375,0.06256103515625,0.2110595703125,0.623046875,0.39934709668159485,10.476488860063878,1030.805062994341
sample_00000,63,8,ff_out_INPUT,0.04105410352349281,12.8671875,0.2445068359375,0.68701171875,1.88671875,1.1969391107559204,6.819875740250763,313.4201763396225
sample_00000,63,16,ff_out_INPUT,0.10413221269845963,29.96875,0.58935546875,1.7783203125,4.30078125,2.8454129695892334,6.968210701327322,287.7951629514513
sample_00000,63,23,ff_out_INPUT,0.16466526687145233,48.75,1.0615234375,3.169921875,7.8203125,5.170707702636719,6.233766225794985,296.05513029961503
sample_00000,63,27,ff_out_INPUT,0.2632356286048889,94.1875,2.12109375,6.25,14.890625,10.036493301391602,6.3252885581865845,357.8067943200253
sample_00000,63,31,ff_out_INPUT,0.7461249232292175,464.75,8.96875,26.234375,48.625,37.01487731933594,9.557840615000957,622.8849610863008
sample_00001,0,1,ff_out_INPUT,0.0061599635519087315,6.3359375,0.0615234375,0.21044921875,0.623046875,0.40106719732284546,10.169278833646684,1028.565698636278
sample_00001,0,8,ff_out_INPUT,0.04104791581630707,12.9296875,0.2464599609375,0.69921875,1.91015625,1.2158706188201904,6.76891611998277,314.9900328182584
sample_00001,0,16,ff_out_INPUT,0.10530717670917511,27.5625,0.60009765625,1.83203125,4.3984375,2.9041385650634766,6.266429825895151,261.7342734273098
sample_00001,0,23,ff_out_INPUT,0.16499057412147522,44.0625,1.048828125,3.2109375,8.109375,5.255075454711914,5.433526004860391,267.0606946124801
sample_00001,0,27,ff_out_INPUT,0.2684401869773865,105.6875,2.140625,6.453125,16.578125,10.821534156799316,6.3751178095381,393.7096649087289
sample_00001,0,31,ff_out_INPUT,0.7549917697906494,475.75,9.2578125,28.265625,51.625,38.54796600341797,9.215496366253657,630.13931109544
sample_00001,4,1,ff_out_INPUT,0.00618373416364193,6.34375,0.061614990234375,0.210693359375,0.630859375,0.40221643447875977,10.055727394782277,1025.87523547608
sample_00001,4,8,ff_out_INPUT,0.04086623713374138,13.0078125,0.245361328125,0.69482421875,1.900390625,1.2078897953033447,6.8448098303746905,318.3021053396422
sample_00001,4,16,ff_out_INPUT,0.10485274344682693,27.53125,0.59619140625,1.8251953125,4.3671875,2.8935110569000244,6.30411447572582,262.57059633595304
sample_00001,4,23,ff_out_INPUT,0.1646343320608139,46.75,1.048828125,3.181640625,7.93359375,5.194563388824463,5.892663705029435,283.96262538426595
sample_00001,4,27,ff_out_INPUT,0.2611512541770935,104.375,2.083984375,6.18359375,15.53125,10.190691947937012,6.720321927262569,399.6725818230027
sample_00001,4,31,ff_out_INPUT,0.7268275618553162,460.25,8.8515625,26.875,48.0625,36.56444549560547,9.576072819854133,633.2313437493236
sample_00001,16,1,ff_out_INPUT,0.006216349545866251,6.34375,0.061767578125,0.2108154296875,0.6337890625,0.40311431884765625,10.00924483436877,1020.4927744596854
sample_00001,16,8,ff_out_INPUT,0.04070579260587692,12.8203125,0.2442626953125,0.68994140625,1.888671875,1.2011780738830566,6.788004100564033,314.9504905757357
sample_00001,16,16,ff_out_INPUT,0.10472291707992554,27.59375,0.595703125,1.8212890625,4.375,2.89762282371521,6.307142842726531,263.49292145873835
sample_00001,16,23,ff_out_INPUT,0.16398145258426666,48.21875,1.0478515625,3.1640625,7.9375,5.167757034301758,6.074803141953004,294.05000565366583
sample_00001,16,27,ff_out_INPUT,0.2590406835079193,103.1875,2.068359375,6.13671875,15.2421875,10.058133125305176,6.769861604989532,398.3447488602612
sample_00001,16,31,ff_out_INPUT,0.7236523032188416,460.5,8.8046875,26.640625,47.96875,36.5598030090332,9.599999997998697,636.3553209022065
sample_00001,32,1,ff_out_INPUT,0.0062494780868291855,6.3515625,0.061981201171875,0.2117919921875,0.6279296875,0.4035183787345886,10.11508537546116,1016.3332438997583
sample_00001,32,8,ff_out_INPUT,0.04062702879309654,12.6328125,0.2431640625,0.6875,1.8828125,1.1972568035125732,6.709543532828981,310.94593342960064
sample_00001,32,16,ff_out_INPUT,0.10420195013284683,27.75,0.591796875,1.8056640625,4.34765625,2.87691330909729,6.382749311464655,266.30976964945376
sample_00001,32,23,ff_out_INPUT,0.1643989533185959,49.0625,1.0517578125,3.154296875,7.8984375,5.168911933898926,6.211671604400653,298.4355801862306
sample_00001,32,27,ff_out_INPUT,0.2597702145576477,100.625,2.078125,6.12890625,14.9765625,9.996513366699219,6.718831503077671,387.3615622088724
sample_00001,32,31,ff_out_INPUT,0.7182806134223938,464.25,8.6796875,26.078125,47.09375,36.072837829589844,9.85799601648669,646.3351298382332
sample_00001,63,1,ff_out_INPUT,0.0063188448548316956,6.5,0.06256103515625,0.211669921875,0.62451171875,0.40289363265037537,10.408131185958931,1028.66740087087
sample_00001,63,8,ff_out_INPUT,0.04011255130171776,11.734375,0.2403564453125,0.67578125,1.861328125,1.181308388710022,6.304302169697769,292.53616870128644
sample_00001,63,16,ff_out_INPUT,0.10259753465652466,27.703125,0.5791015625,1.7470703125,4.13671875,2.7664289474487305,6.696883836502339,270.01742675952266
sample_00001,63,23,ff_out_INPUT,0.16475099325180054,51.53125,1.0537109375,3.162109375,7.7421875,5.137362957000732,6.655903119556452,312.78261730061314
sample_00001,63,27,ff_out_INPUT,0.2630598843097687,89.1875,2.12890625,6.1796875,14.9609375,9.994956970214844,5.961357698365254,339.0387585839155
sample_00001,63,31,ff_out_INPUT,0.7349045872688293,459.5,8.84375,26.21875,48.375,36.95702362060547,9.49870800837236,625.2512254075805
sample_00002,0,1,ff_out_INPUT,0.0063623772002756596,6.30859375,0.062744140625,0.211181640625,0.63671875,0.4062846601009369,9.90797530451278,991.5450838525941
sample_00002,0,8,ff_out_INPUT,0.041852422058582306,11.7734375,0.25,0.7109375,1.9755859375,1.2379915714263916,5.959466109231373,281.3083235765202
sample_00002,0,16,ff_out_INPUT,0.10434750467538834,27.4375,0.58837890625,1.7841796875,4.25390625,2.826901435852051,6.449954071155297,262.94349305160284
sample_00002,0,23,ff_out_INPUT,0.16241894662380219,44.21875,1.0302734375,3.16015625,7.9765625,5.162231922149658,5.543584713912058,272.25116402157596
sample_00002,0,27,ff_out_INPUT,0.264985054731369,171.875,2.111328125,6.34765625,16.359375,10.70131778717041,10.50620820752247,648.6214616444131
sample_00002,0,31,ff_out_INPUT,0.74320387840271,470.25,9.1328125,27.296875,51.21875,37.67055130004883,9.181208051898727,632.7335033333301
sample_00002,4,1,ff_out_INPUT,0.006383894477039576,6.3125,0.0628662109375,0.2117919921875,0.6435546875,0.4081030786037445,9.808801061544578,988.8149208221411
sample_00002,4,8,ff_out_INPUT,0.041808947920799255,11.7578125,0.2498779296875,0.70947265625,1.9716796875,1.2366546392440796,5.963348161929329,281.2271121962283
sample_00002,4,16,ff_out_INPUT,0.1043156310915947,27.484375,0.58740234375,1.78125,4.27734375,2.8381645679473877,6.425570761233369,263.47319263337755
sample_00002,4,23,ff_out_INPUT,0.16307227313518524,43.84375,1.0419921875,3.21875,8.1328125,5.269572734832764,5.390970214312736,268.860833717855
sample_00002,4,27,ff_out_INPUT,0.26605021953582764,170.75,2.11328125,6.37890625,16.65625,10.850286483764648,10.251407123301219,641.7961010516849
sample_00002,4,31,ff_out_INPUT,0.7484256625175476,462.75,9.171875,27.53125,52.21875,38.24005889892578,8.86175942379667,618.297871107769
sample_00002,16,1,ff_out_INPUT,0.006400981452316046,6.31640625,0.06292724609375,0.2120361328125,0.642578125,0.40808263421058655,9.829787081068359,986.7856092378563
sample_00002,16,8,ff_out_INPUT,0.04161195829510689,11.8125,0.24853515625,0.7060546875,1.95703125,1.2299067974090576,6.035928112870308,283.8726569295454
sample_00002,16,16,ff_out_INPUT,0.10430872440338135,27.46875,0.5869140625,1.7783203125,4.26953125,2.8337442874908447,6.433668786395067,263.3408425201788
sample_00002,16,23,ff_out_INPUT,0.16225847601890564,45.3125,1.0380859375,3.1640625,7.890625,5.16241455078125,5.742574250148024,279.26120298398683
sample_00002,16,27,ff_out_INPUT,0.2610741853713989,172.75,2.08203125,6.29296875,15.9296875,10.512703895568848,10.844531626345757,661.6892939351945
sample_00002,16,31,ff_out_INPUT,0.7305715084075928,470.5,8.9765625,26.859375,49.71875,36.892860412597656,9.463230670629645,644.0163463058842
sample_00002,32,1,ff_out_INPUT,0.0064357975497841835,6.33203125,0.06317138671875,0.2130126953125,0.64013671875,0.4078396260738373,9.89168558155475,983.8751704457565
sample_00002,32,8,ff_out_INPUT,0.041635043919086456,11.859375,0.2476806640625,0.7041015625,1.94921875,1.2252360582351685,6.084168305459978,284.8411106431495
sample_00002,32,16,ff_out_INPUT,0.10444720089435577,27.421875,0.58642578125,1.7783203125,4.265625,2.8320767879486084,6.428571413500785,262.5429129719524
sample_00002,32,23,ff_out_INPUT,0.16216878592967987,47.0625,1.0380859375,3.14453125,7.92578125,5.1397294998168945,5.93790043607638,290.20687814940294
sample_00002,32,27,ff_out_INPUT,0.2602369785308838,160.25,2.07421875,6.27734375,15.9765625,10.479387283325195,10.030317842132613,615.7848694171399
sample_00002,32,31,ff_out_INPUT,0.7220510840415955,468.75,8.8046875,26.046875,48.1875,35.89302062988281,9.727626457125265,649.1922855157346
sample_00002,63,1,ff_out_INPUT,0.006512402091175318,6.46484375,0.06378173828125,0.212158203125,0.62890625,0.406099796295166,10.27950294213958,992.6957415302734
sample_00002,63,8,ff_out_INPUT,0.04168124869465828,11.875,0.2459716796875,0.69775390625,1.931640625,1.2118499279022217,6.147623830661442,284.9002254704428
sample_00002,63,16,ff_out_INPUT,0.10143667459487915,27.71875,0.56787109375,1.70703125,4.08203125,2.7149248123168945,6.790430605374639,273.26159279262697
sample_00002,63,23,ff_out_INPUT,0.16238680481910706,42.84375,1.0537109375,3.126953125,7.7421875,5.103403568267822,5.533804230995692,263.8376154352579
sample_00002,63,27,ff_out_INPUT,0.2584628462791443,176.25,2.08203125,6.1875,15.1953125,10.12747573852539,11.598971714731782,681.9161659718216
sample_00002,63,31,ff_out_INPUT,0.7302543520927429,465.25,8.890625,26.125,46.8125,35.94643020629883,9.938584777583213,637.1067728602118
sample_00003,0,1,ff_out_INPUT,0.006308202166110277,6.30859375,0.0621337890625,0.2105712890625,0.6337890625,0.40637680888175964,9.953774881468943,1000.0604900215267
sample_00003,0,8,ff_out_INPUT,0.042977795004844666,17.671875,0.254638671875,0.724609375,2.064453125,1.2933117151260376,8.560075644439369,411.18607611551914
sample_00003,0,16,ff_out_INPUT,0.10668355226516724,27.328125,0.607421875,1.849609375,4.40234375,2.9190335273742676,6.207630864337591,256.16059700063823
sample_00003,0,23,ff_out_INPUT,0.1616431176662445,38.28125,1.021484375,3.115234375,8.0,5.148996353149414,4.785156244018554,236.82571942706952
sample_00003,0,27,ff_out_INPUT,0.26613250374794006,112.4375,2.12109375,6.44140625,16.921875,10.931355476379395,6.6445059979201435,422.48689728490683
sample_00003,0,31,ff_out_INPUT,0.7511517405509949,470.25,9.2109375,27.71875,49.78125,37.495140075683594,9.446327681718252,626.0386129101821
sample_00003,4,1,ff_out_INPUT,0.0063259112648665905,6.31640625,0.062255859375,0.211181640625,0.63671875,0.4079141914844513,9.920245242970381,998.4958689069629
sample_00003,4,8,ff_out_INPUT,0.04293982312083244,17.578125,0.25439453125,0.72509765625,2.05859375,1.292201042175293,8.538899389260754,409.3664022991253
sample_00003,4,16,ff_out_INPUT,0.1064184382557869,27.390625,0.6044921875,1.8427734375,4.39453125,2.913022041320801,6.232888874705604,257.3860589863519
sample_00003,4,23,ff_out_INPUT,0.16240088641643524,38.625,1.03125,3.14453125,8.015625,5.168883800506592,4.818713444280747,237.83735713475463
sample_00003,4,27,ff_out_INPUT,0.2679717242717743,112.125,2.138671875,6.4921875,17.171875,11.003490447998047,6.529572334687055,418.4209961722453
sample_00003,4,31,ff_out_INPUT,0.7528340220451355,468.75,9.2421875,27.90625,50.59375,37.914794921875,9.264978379885859,622.6471971871438
sample_00003,16,1,ff_out_INPUT,0.006354263983666897,6.32421875,0.0623779296875,0.2113037109375,0.64111328125,0.40832793712615967,9.864432443241753,995.270075897868
sample_00003,16,8,ff_out_INPUT,0.04271218925714493,17.25,0.253173828125,0.72021484375,2.0390625,1.2829875946044922,8.459770073454001,403.86588141125526
sample_00003,16,16,ff_out_INPUT,0.10633312165737152,27.421875,0.60302734375,1.8369140625,4.375,2.902256727218628,6.267857128530612,257.88646090438914
sample_00003,16,23,ff_out_INPUT,0.1621275395154953,38.6875,1.0361328125,3.130859375,7.98828125,5.1474151611328125,4.843031778778405,238.62384965179808
sample_00003,16,27,ff_out_INPUT,0.26280665397644043,115.375,2.1015625,6.37109375,16.25,10.694727897644043,7.0999999956307684,439.0109377528681
sample_00003,16,31,ff_out_INPUT,0.7354196310043335,470.25,9.0390625,27.21875,48.28125,36.63075637817383,9.739805823225412,639.4308416318581
sample_00003,32,1,ff_out_INPUT,0.006381258834153414,6.3359375,0.0626220703125,0.2120361328125,0.6376953125,0.4080047607421875,9.935681314331735,992.8961879946518
sample_00003,32,8,ff_out_INPUT,0.042708951979875565,17.140625,0.252197265625,0.71923828125,2.029296875,1.277901530265808,8.446583211504807,401.33555594436245
sample_00003,32,16,ff_out_INPUT,0.10628615319728851,27.375,0.6005859375,1.82421875,4.34765625,2.8864076137542725,6.296495942390809,257.5593960352722
sample_00003,32,23,ff_out_INPUT,0.1633715033531189,39.5625,1.046875,3.1796875,8.1796875,5.234201908111572,4.8366762118520095,242.16278094019822
sample_00003,32,27,ff_out_INPUT,0.261731892824173,107.5,2.0859375,6.29296875,16.078125,10.55752182006836,6.686103008475115,410.72562740743405
sample_00003,32,31,ff_out_INPUT,0.7275577187538147,468.75,8.921875,26.921875,47.75,36.350868225097656,9.816753924645706,644.2787719441737
sample_00003,63,1,ff_out_INPUT,0.006438516080379486,6.4765625,0.06304931640625,0.211181640625,0.62744140625,0.4054831564426422,10.322178823814612,1005.9076284145877
sample_00003,63,8,ff_out_INPUT,0.04253092035651207,16.71875,0.249755859375,0.71240234375,1.9990234375,1.26090669631958,8.363458678240441,393.09626805377724
sample_00003,63,16,ff_out_INPUT,0.10261287540197372,27.59375,0.5771484375,1.7421875,4.13671875,2.7498302459716797,6.670443798794772,268.91115956738554
sample_00003,63,23,ff_out_INPUT,0.1627371609210968,41.3125,1.0546875,3.1484375,7.7890625,5.123672962188721,5.303911728396182,253.86025679425376
