layer,mean_p9999,std_p9999,mean_top001,std_top001,mean_max,std_max,mean_massive1,std_massive1,mean_massive2,std_massive2
1,0.6776236979166667,0.03619905958796291,0.4281140449172572,0.02164294074224263,5.776770833333333,0.824082051289175,8.551654628555601,1.3246084285565316,848.9729291516425,122.83437985581159
8,2.332724095394737,0.26079767101460194,1.4669900626466985,0.15470773076738825,19.860411184210527,5.208648878455689,8.499528525471662,1.9706960055593943,425.3714254568621,101.43788809355087
16,4.191356907894737,0.17471241573984006,2.802817975261755,0.09974771219282758,27.46234649122807,2.2578896738270493,6.562967489524434,0.5995383775070553,265.0337095235285,20.159657313612378
23,7.905671600877193,0.3774484398304549,5.119766571647243,0.1974261026237431,43.66293859649123,8.044772978838747,5.523912291103144,0.9970972299530244,274.12731393442664,50.28713903471225
27,16.604923245614035,0.8971117292127034,10.827960047136273,0.45236250196121036,110.72100877192983,16.407103909423554,6.668214012165092,0.9273001664718591,428.88089268801514,64.04181954410025
31,48.42936403508772,2.85824014789586,37.21638562921892,1.8893828237699153,465.13947368421054,6.259443265151549,9.634388407600557,0.5224515744061091,633.6706508044622,18.818424065614998
